FECHA,NOMBRE,PUESTO,dolarAsignacion,dolarBruto
2019-06-01,"MOCCIA,  FRANCO",Ministerio de Desarrollo Urbano y Transporte,5944.32,8916.49
2019-06-01,"MURA,  MARTIN",Ministerio de Economía y Finanzas,5944.32,8916.49
2019-06-01,"SCRENCI SILVA,  BRUNO GUIDO",Ministerio de Gobierno,5944.32,8916.49
2019-06-01,"TAGLIAFERRI,  GUADALUPE",Ministerio de Hábitat y Desarrollo Humano,5944.32,8916.49
2019-06-01,"STRAFACE,  FERNANDO DIEGO",SECR General y de Relaciones Internacionales,5944.32,8916.49
2019-06-01,"MONTIEL,  MARIA LETICIA",SECR Legal y Técnica,5789.25,8683.88
2019-06-01,"NACHON,  MARCELO JORGE",SECR de Medios,5789.25,8683.88
2019-06-01,"AVELLANEDA,  PATRICIO IGNACIO","SECR Planificación, Evaluación y Coordinación de Gestión",5401.58,8102.37
2019-06-01,"CARRILLO,  FACUNDO",SECR Atención y Gestión Ciudadana,5401.58,8102.37
2019-06-01,"COSTANTINO,  SERGIO GABRIEL",SECR Integración Social Para Personas Mayores,5401.58,8102.37
2019-06-01,"D'ALESSANDRO,  MARCELO SILVIO",SECR Justicia y Seguridad,5401.58,8102.37
2019-06-01,"FERNANDEZ,  DIEGO HERNAN",SECR Integración Social y Urbana,5401.58,8102.37
2019-06-01,"FERRERO,  GENOVEVA",SECR Administración de Seguridad y Emergencias,5401.58,8102.37
2019-06-01,"GIUSTI,  JOSE LUIS",UPE Transferencia de Funciones y Facultades en Materia de Seg.,5401.58,8102.37
2019-06-01,"LEGUIZAMON,  ISABELLA KARINA","Consejo de los Derechos de Niñas, Niños y Adoles - Presidencia",5401.58,8102.37
2019-06-01,"LOPEZ,  MATIAS",SECR Desarrollo Ciudadano,5401.58,8102.37
2019-06-01,"MENDEZ,  JUAN JOSE",SECR Transporte,5401.58,8102.37
2019-06-01,"ROBREDO,  GONZALO",Ente de Turismo Ley Nº 2627,5401.58,8102.37
2019-06-01,"UHALDE,  MARIA PAULA",SECR Cultura Ciudadana y Función Pública,5401.58,8102.37
2019-06-01,"BENEGAS,  FERNANDO",SECR Coordinación General,5401.58,8102.37
2019-06-01,"COELHO CHICANO,  CHRISTIAN",SS Contenidos,5401.58,8102.37
2019-06-01,"DI BENEDETTO,  FEDERICO",SS Comunicacion,5401.58,8102.37
2019-07-01,"RODRIGUEZ LARRETA,  HORACIO ANTONIO",Jefe de Gobierno,5311.54,5311.54
2019-07-01,"SANTILLI,  DIEGO CESAR",Vicejefatura de Gobierno,5311.54,5311.54
2019-07-01,"ACUÑA,  MARIA SOLEDAD",Ministerio de Educación e Innovación,6128.65,6128.65
2019-07-01,"ASTARLOA,  GABRIEL MARIA",Procuración General de la Ciudad de Buenos Aires,6128.65,6128.65
2019-07-01,"AVOGADRO,  ENRIQUE LUIS",Ministerio de Cultura,6128.65,6128.65
2019-07-01,"BOU PEREZ,  ANA MARIA",Ministerio de Salud,6128.65,6128.65
2019-07-01,"FREDA,  MONICA BEATRIZ",Sindicatura General de la Ciudad de Buenos Aires,6128.65,6128.65
2019-07-01,"MACCHIAVELLI,  EDUARDO ALBERTO",Ministerio de Ambiente y Espacio Público,6128.65,6128.65
2019-07-01,"MIGUEL,  FELIPE OSCAR",Jefatura de Gabinete de Ministros,6128.65,6128.65
2019-07-01,"MOCCIA,  FRANCO",Ministerio de Desarrollo Urbano y Transporte,6128.65,6128.65
2019-07-01,"MURA,  MARTIN",Ministerio de Economía y Finanzas,6128.65,6128.65
2019-07-01,"SCRENCI SILVA,  BRUNO GUIDO",Ministerio de Gobierno,6128.65,6128.65
2019-07-01,"TAGLIAFERRI,  GUADALUPE",Ministerio de Hábitat y Desarrollo Humano,6128.65,6128.65
2019-07-01,"STRAFACE,  FERNANDO DIEGO",SECR General y de Relaciones Internacionales,6128.65,6128.65
2019-07-01,"MONTIEL,  MARIA LETICIA",SECR Legal y Técnica,5968.77,5968.77
2019-07-01,"NACHON,  MARCELO JORGE",SECR de Medios,5968.77,5968.77
2019-07-01,"AVELLANEDA,  PATRICIO IGNACIO","SECR Planificación, Evaluación y Coordinación de Gestión",5569.08,5569.08
2019-07-01,"CARRILLO,  FACUNDO",SECR Atención y Gestión Ciudadana,5569.08,5569.08
2019-07-01,"COSTANTINO,  SERGIO GABRIEL",SECR Integración Social Para Personas Mayores,5569.08,5569.08
2019-07-01,"D'ALESSANDRO,  MARCELO SILVIO",SECR Justicia y Seguridad,5569.08,5569.08
2019-07-01,"FERNANDEZ,  DIEGO HERNAN",SECR Integración Social y Urbana,5569.08,5569.08
2019-07-01,"FERRERO,  GENOVEVA",SECR Administración de Seguridad y Emergencias,5569.08,5569.08
2019-07-01,"GIUSTI,  JOSE LUIS",UPE Transferencia de Funciones y Facultades en Materia de Seg.,5569.08,5569.08
2019-07-01,"LEGUIZAMON,  ISABELLA KARINA","Consejo de los Derechos de Niñas, Niños y Adoles - Presidencia",5569.08,5569.08
2019-07-01,"LOPEZ,  MATIAS",SECR Desarrollo Ciudadano,5569.08,5569.08
2019-07-01,"MENDEZ,  JUAN JOSE",SECR Transporte,5569.08,5569.08
2019-07-01,"ROBREDO,  GONZALO",Ente de Turismo Ley Nº 2627,5569.08,5569.08
2019-07-01,"UHALDE,  MARIA PAULA",SECR Cultura Ciudadana y Función Pública,5569.08,5569.08
2019-07-01,"BENEGAS,  FERNANDO",SECR Coordinación General,5569.08,5569.08
2019-07-01,"COELHO CHICANO,  CHRISTIAN",SS Contenidos,5569.08,5569.08
2019-07-01,"DI BENEDETTO,  FEDERICO",SS Comunicacion,5569.08,5569.08
2019-08-01,"RODRIGUEZ LARRETA,  HORACIO ANTONIO",Jefe de Gobierno,3871.13,3871.13
2019-08-01,"SANTILLI,  DIEGO CESAR",Vicejefatura de Gobierno,3871.13,3871.13
2019-08-01,"ACUÑA,  MARIA SOLEDAD",Ministerio de Educación e Innovación,4466.64,4466.64
2019-08-01,"ASTARLOA,  GABRIEL MARIA",Procuración General de la Ciudad de Buenos Aires,4466.64,4466.64
2019-08-01,"AVOGADRO,  ENRIQUE LUIS",Ministerio de Cultura,4466.64,4466.64
2019-08-01,"BOU PEREZ,  ANA MARIA",Ministerio de Salud,4466.64,4466.64
2019-08-01,"FREDA,  MONICA BEATRIZ",Sindicatura General de la Ciudad de Buenos Aires,4466.64,4466.64
2019-08-01,"MACCHIAVELLI,  EDUARDO ALBERTO",Ministerio de Ambiente y Espacio Público,4466.64,4466.64
2019-08-01,"MIGUEL,  FELIPE OSCAR",Jefatura de Gabinete de Ministros,4466.64,4466.64
2019-08-01,"MOCCIA,  FRANCO",Ministerio de Desarrollo Urbano y Transporte,4466.64,4466.64
2019-08-01,"MURA,  MARTIN",Ministerio de Economía y Finanzas,4466.64,4466.64
2019-08-01,"SCRENCI SILVA,  BRUNO GUIDO",Ministerio de Gobierno,4466.64,4466.64
2019-08-01,"TAGLIAFERRI,  GUADALUPE",Ministerio de Hábitat y Desarrollo Humano,4466.64,4466.64
2019-08-01,"STRAFACE,  FERNANDO DIEGO",SECR General y de Relaciones Internacionales,4466.64,4466.64
2019-08-01,"MONTIEL,  MARIA LETICIA",SECR Legal y Técnica,4350.12,4350.12
2019-08-01,"NACHON,  MARCELO JORGE",SECR de Medios,4350.12,4350.12
2019-08-01,"AVELLANEDA,  PATRICIO IGNACIO","SECR Planificación, Evaluación y Coordinación de Gestión",4058.82,4058.82
2019-08-01,"CARRILLO,  FACUNDO",SECR Atención y Gestión Ciudadana,4058.82,4058.82
2019-08-01,"COSTANTINO,  SERGIO GABRIEL",SECR Integración Social Para Personas Mayores,4058.82,4058.82
2019-08-01,"D'ALESSANDRO,  MARCELO SILVIO",SECR Justicia y Seguridad,4058.82,4058.82
2019-08-01,"FERNANDEZ,  DIEGO HERNAN",SECR Integración Social y Urbana,4058.82,4058.82
2019-08-01,"FERRERO,  GENOVEVA",SECR Administración de Seguridad y Emergencias,4058.82,4058.82
2019-08-01,"GIUSTI,  JOSE LUIS",UPE Transferencia de Funciones y Facultades en Materia de Seg.,4058.82,4058.82
2019-08-01,"LEGUIZAMON,  ISABELLA KARINA","Consejo de los Derechos de Niñas, Niños y Adoles - Presidencia",4058.82,4058.82
2019-08-01,"LOPEZ,  MATIAS",SECR Desarrollo Ciudadano,4058.82,4058.82
2019-08-01,"MENDEZ,  JUAN JOSE",SECR Transporte,4058.82,4058.82
2019-08-01,"ROBREDO,  GONZALO",Ente de Turismo Ley Nº 2627,4058.82,4058.82
2019-08-01,"UHALDE,  MARIA PAULA",SECR Cultura Ciudadana y Función Pública,4058.82,4058.82
2019-08-01,"BENEGAS,  FERNANDO",SECR Coordinación General,4058.82,4058.82
2019-08-01,"COELHO CHICANO,  CHRISTIAN",SS Contenidos,4058.82,4058.82
2019-08-01,"DI BENEDETTO,  FEDERICO",SS Comunicacion,4058.82,4058.82
2019-09-01,"RODRIGUEZ LARRETA,  HORACIO ANTONIO",Jefe de Gobierno,4207.3,4207.3
2019-09-01,"SANTILLI,  DIEGO CESAR",Vicejefatura de Gobierno,4207.3,4207.3
2019-09-01,"ACUÑA,  MARIA SOLEDAD",Ministerio de Educación e Innovación,4826.14,4826.14
2019-09-01,"ASTARLOA,  GABRIEL MARIA",Procuración General de la Ciudad de Buenos Aires,4826.14,4826.14
2019-09-01,"AVOGADRO,  ENRIQUE LUIS",Ministerio de Cultura,4826.14,4826.14
2019-09-01,"BOU PEREZ,  ANA MARIA",Ministerio de Salud,4826.14,4826.14
2019-09-01,"FREDA,  MONICA BEATRIZ",Sindicatura General de la Ciudad de Buenos Aires,4826.14,4826.14
2019-09-01,"MACCHIAVELLI,  EDUARDO ALBERTO",Ministerio de Ambiente y Espacio Público,4826.14,4826.14
2019-09-01,"MIGUEL,  FELIPE OSCAR",Jefatura de Gabinete de Ministros,4826.14,4826.14
2019-09-01,"MOCCIA,  FRANCO",Ministerio de Desarrollo Urbano y Transporte,4826.14,4826.14
2019-09-01,"MURA,  MARTIN",Ministerio de Economía y Finanzas,4826.14,4826.14
2019-09-01,"SCRENCI SILVA,  BRUNO GUIDO",Ministerio de Gobierno,4826.14,4826.14
2019-09-01,"TAGLIAFERRI,  GUADALUPE",Ministerio de Hábitat y Desarrollo Humano,4826.14,4826.14
2019-09-01,"STRAFACE,  FERNANDO DIEGO",SECR General y de Relaciones Internacionales,4826.14,4826.14
2019-09-01,"MONTIEL,  MARIA LETICIA",SECR Legal y Técnica,4700.24,4700.24
2019-09-01,"NACHON,  MARCELO JORGE",SECR de Medios,4700.24,4700.24
2019-09-01,"AVELLANEDA,  PATRICIO IGNACIO","SECR Planificación, Evaluación y Coordinación de Gestión",4385.49,4385.49
2019-09-01,"CARRILLO,  FACUNDO",SECR Atención y Gestión Ciudadana,4385.49,4385.49
2019-09-01,"COSTANTINO,  SERGIO GABRIEL",SECR Integración Social Para Personas Mayores,4385.49,4385.49
2019-09-01,"D'ALESSANDRO,  MARCELO SILVIO",SECR Justicia y Seguridad,4385.49,4385.49
2019-09-01,"FERNANDEZ,  DIEGO HERNAN",SECR Integración Social y Urbana,4385.49,4385.49
2019-09-01,"FERRERO,  GENOVEVA",SECR Administración de Seguridad y Emergencias,4385.49,4385.49
2019-09-01,"GIUSTI,  JOSE LUIS",UPE Transferencia de Funciones y Facultades en Materia de Seg.,4385.49,4385.49
2019-09-01,"LEGUIZAMON,  ISABELLA KARINA","Consejo de los Derechos de Niñas, Niños y Adoles - Presidencia",4385.49,4385.49
2019-09-01,"LOPEZ,  MATIAS",SECR Desarrollo Ciudadano,4385.49,4385.49
2019-09-01,"MENDEZ,  JUAN JOSE",SECR Transporte,4385.49,4385.49
2019-09-01,"ROBREDO,  GONZALO",Ente de Turismo Ley Nº 2627,4385.49,4385.49
2019-09-01,"UHALDE,  MARIA PAULA",SECR Cultura Ciudadana y Función Pública,4385.49,4385.49
2019-09-01,"BENEGAS,  FERNANDO",SECR Coordinación General,4385.49,4385.49
2019-09-01,"COELHO CHICANO,  CHRISTIAN",SS Contenidos,4385.49,4385.49
2019-09-01,"DI BENEDETTO,  FEDERICO",SS Comunicacion,4385.49,4385.49
2019-10-01,"RODRIGUEZ LARRETA,  HORACIO ANTONIO",Jefe de Gobierno,4166.3,4166.3
2019-10-01,"SANTILLI,  DIEGO CESAR",Vicejefatura de Gobierno,4166.3,4166.3
2019-10-01,"ACUÑA,  MARIA SOLEDAD",Ministerio de Educación e Innovación,4662.54,4662.54
2019-10-01,"ASTARLOA,  GABRIEL MARIA",Procuración General de la Ciudad de Buenos Aires,4662.54,4662.54
2019-10-01,"AVOGADRO,  ENRIQUE LUIS",Ministerio de Cultura,4662.54,4662.54
2019-10-01,"BOU PEREZ,  ANA MARIA",Ministerio de Salud,4662.54,4662.54
2019-10-01,"FREDA,  MONICA BEATRIZ",Sindicatura General de la Ciudad de Buenos Aires,4662.54,4662.54
2019-10-01,"MACCHIAVELLI,  EDUARDO ALBERTO",Ministerio de Ambiente y Espacio Público,4662.54,4662.54
2019-10-01,"MIGUEL,  FELIPE OSCAR",Jefatura de Gabinete de Ministros,4662.54,4662.54
2019-10-01,"MOCCIA,  FRANCO",Ministerio de Desarrollo Urbano y Transporte,4662.54,4662.54
2019-10-01,"MURA,  MARTIN",Ministerio de Economía y Finanzas,4662.54,4662.54
2019-10-01,"SCRENCI SILVA,  BRUNO GUIDO",Ministerio de Gobierno,4662.54,4662.54
2019-10-01,"TAGLIAFERRI,  GUADALUPE",Ministerio de Hábitat y Desarrollo Humano,4662.54,4662.54
2019-10-01,"STRAFACE,  FERNANDO DIEGO",SECR General y de Relaciones Internacionales,4662.54,4662.54
2019-10-01,"MONTIEL,  MARIA LETICIA",SECR Legal y Técnica,4540.91,4540.91
2019-10-01,"NACHON,  MARCELO JORGE",SECR de Medios,4540.91,4540.91
2019-10-01,"AVELLANEDA,  PATRICIO IGNACIO","SECR Planificación, Evaluación y Coordinación de Gestión",4236.83,4236.83
2019-10-01,"CARRILLO,  FACUNDO",SECR Atención y Gestión Ciudadana,4236.83,4236.83
2019-10-01,"COSTANTINO,  SERGIO GABRIEL",SECR Integración Social Para Personas Mayores,4236.83,4236.83
2019-10-01,"D'ALESSANDRO,  MARCELO SILVIO",SECR Justicia y Seguridad,4236.83,4236.83
2019-10-01,"FERNANDEZ,  DIEGO HERNAN",SECR Integración Social y Urbana,4236.83,4236.83
2019-10-01,"FERRERO,  GENOVEVA",SECR Administración de Seguridad y Emergencias,4236.83,4236.83
2019-10-01,"GIUSTI,  JOSE LUIS",UPE Transferencia de Funciones y Facultades en Materia de Seg.,4236.83,4236.83
2019-10-01,"LEGUIZAMON,  ISABELLA KARINA","Consejo de los Derechos de Niñas, Niños y Adoles - Presidencia",4236.83,4236.83
2019-10-01,"LOPEZ,  MATIAS",SECR Desarrollo Ciudadano,4236.83,4236.83
2019-10-01,"MENDEZ,  JUAN JOSE",SECR Transporte,4236.83,4236.83
2019-10-01,"ROBREDO,  GONZALO",Ente de Turismo Ley Nº 2627,4236.83,4236.83
2019-10-01,"UHALDE,  MARIA PAULA",SECR Cultura Ciudadana y Función Pública,4236.83,4236.83
2019-10-01,"BENEGAS,  FERNANDO",SECR Coordinación General,4236.83,4236.83
2019-10-01,"COELHO CHICANO,  CHRISTIAN",SS Contenidos,4236.83,4236.83
2019-10-01,"DI BENEDETTO,  FEDERICO",SS Comunicacion,4236.83,4236.83
2019-11-01,"RODRIGUEZ LARRETA,  HORACIO ANTONIO",Jefe de Gobierno,4166.3,4166.3
2019-11-01,"SANTILLI,  DIEGO CESAR",Vicejefatura de Gobierno,4166.3,4166.3
2019-11-01,"ACUÑA,  MARIA SOLEDAD",Ministerio de Educación e Innovación,4662.54,4662.54
2019-11-01,"ASTARLOA,  GABRIEL MARIA",Procuración General de la Ciudad de Buenos Aires,4662.54,4662.54
2019-11-01,"AVOGADRO,  ENRIQUE LUIS",Ministerio de Cultura,4662.54,4662.54
2019-11-01,"BOU PEREZ,  ANA MARIA",Ministerio de Salud,4662.54,4662.54
2019-11-01,"FREDA,  MONICA BEATRIZ",Sindicatura General de la Ciudad de Buenos Aires,4662.54,4662.54
2019-11-01,"MACCHIAVELLI,  EDUARDO ALBERTO",Ministerio de Ambiente y Espacio Público,4662.54,4662.54
2019-11-01,"MIGUEL,  FELIPE OSCAR",Jefatura de Gabinete de Ministros,4662.54,4662.54
2019-11-01,"MOCCIA,  FRANCO",Ministerio de Desarrollo Urbano y Transporte,4662.54,4662.54
2019-11-01,"MURA,  MARTIN",Ministerio de Economía y Finanzas,4662.54,4662.54
2019-11-01,"SCRENCI SILVA,  BRUNO GUIDO",Ministerio de Gobierno,4662.54,4662.54
2019-11-01,"TAGLIAFERRI,  GUADALUPE",Ministerio de Hábitat y Desarrollo Humano,4662.54,4662.54
2019-11-01,"STRAFACE,  FERNANDO DIEGO",SECR General y de Relaciones Internacionales,4662.54,4662.54
2019-11-01,"MONTIEL,  MARIA LETICIA",SECR Legal y Técnica,4540.91,4540.91
2019-11-01,"NACHON,  MARCELO JORGE",SECR de Medios,4540.91,4540.91
2019-11-01,"AVELLANEDA,  PATRICIO IGNACIO","SECR Planificación, Evaluación y Coordinación de Gestión",4236.83,4236.83
2019-11-01,"CARRILLO,  FACUNDO",SECR Atención y Gestión Ciudadana,4236.83,4236.83
2019-11-01,"COSTANTINO,  SERGIO GABRIEL",SECR Integración Social Para Personas Mayores,4236.83,4236.83
2019-11-01,"D'ALESSANDRO,  MARCELO SILVIO",SECR Justicia y Seguridad,4236.83,4236.83
2019-11-01,"FERNANDEZ,  DIEGO HERNAN",SECR Integración Social y Urbana,4236.83,4236.83
2019-11-01,"FERRERO,  GENOVEVA",SECR Administración de Seguridad y Emergencias,4236.83,4236.83
2019-11-01,"GIUSTI,  JOSE LUIS",UPE Transferencia de Funciones y Facultades en Materia de Seg.,4236.83,4236.83
2019-11-01,"LEGUIZAMON,  ISABELLA KARINA","Consejo de los Derechos de Niñas, Niños y Adoles - Presidencia",4236.83,4236.83
2019-11-01,"LOPEZ,  MATIAS",SECR Desarrollo Ciudadano,4236.83,4236.83
2019-11-01,"MENDEZ,  JUAN JOSE",SECR Transporte,4236.83,4236.83
2019-11-01,"ROBREDO,  GONZALO",Ente de Turismo Ley Nº 2627,4236.83,4236.83
2019-11-01,"UHALDE,  MARIA PAULA",SECR Cultura Ciudadana y Función Pública,4236.83,4236.83
2019-11-01,"BENEGAS,  FERNANDO",SECR Coordinación General,4236.83,4236.83
2019-11-01,"COELHO CHICANO,  CHRISTIAN",SS Contenidos,4236.83,4236.83
2019-11-01,"DI BENEDETTO,  FEDERICO",SS Comunicacion,4236.83,4236.83
2019-12-01,"BOU PEREZ,  ANA MARIA",Ministerio de Salud,1398.76,3458.05
2019-12-01,"FERRERO,  GENOVEVA",SECR Administración de Seguridad y Emergencias,1271.05,3142.31
2019-12-01,"MOCCIA,  FRANCO",Ministerio de Desarrollo Urbano y Transporte,1398.76,3458.05
2019-12-01,"NACHON,  MARCELO JORGE",SECR de Medios,1362.27,3367.84
2019-12-01,"TAGLIAFERRI,  GUADALUPE",Ministerio de Desarrollo Humano y Hábitat,1398.76,3458.05
2019-12-01,"LOPEZ,  MATIAS",SECR Desarrollo Ciudadano,1271.05,3142.31
2019-12-01,"GONZALEZ BERNALDO DE QUIROS,  FERNAN",Ministerio de Salud,3263.78,3535.76
2019-12-01,"MIGLIORE,  MARIA",Ministerio de Desarrollo Humano y Hábitat,3263.78,3535.76
2019-12-01,"GESUALDO,  GUSTAVO ALFREDO",SECR Desarrollo Ciudadano,2965.78,3212.93
2019-12-01,"GARCIA RESTA,  ALVARO",SECR Desarrollo Urbano,2965.78,3212.93
2019-12-01,"MUZZIO,  MARIA CLARA",Ministerio de Espacio Público e Higiene Urbana,3263.78,3535.76
2019-12-01,"GIUSTI,  JOSE LUIS",UPE Transferencia de Funciones y Facultades en Materia de Seg.,1271.05,3142.31
2019-12-01,"GIUSTI,  JOSE LUIS",Ministerio de Desarrollo Económico y Producción,3263.78,3535.76
2019-12-01,"MACCHIAVELLI,  EDUARDO ALBERTO",Ministerio de Espacio Público e Higiene Urbana,1398.76,3224.92
2019-12-01,"MACCHIAVELLI,  EDUARDO ALBERTO",SECR Ambiente,3263.78,3535.76
2019-12-01,"DI BENEDETTO,  FEDERICO",SS Comunicacion,1271.05,3142.31
2019-12-01,"DI BENEDETTO,  FEDERICO","SECR Comunicación, Contenidos y Participación Ciudadana",3178.63,3443.52
2019-12-01,"COELHO CHICANO,  CHRISTIAN",SS Contenidos,1271.05,3142.31
2019-12-01,"COELHO CHICANO,  CHRISTIAN",SECR de Medios,3178.63,3443.52
2019-12-01,"D'ALESSANDRO,  MARCELO SILVIO",SECR Justicia y Seguridad,1271.05,3142.31
2019-12-01,"D'ALESSANDRO,  MARCELO SILVIO",SECR Justicia y Seguridad,3178.63,3443.52
2019-12-01,"CARRILLO,  FACUNDO",SECR Atención Ciudadana y Gestión Comunal,4236.83,6355.24
2019-12-01,"FREDA,  MONICA BEATRIZ",Sindicatura General de la Ciudad de Buenos Aires,4662.54,6993.81
2019-12-01,"RODRIGUEZ LARRETA,  HORACIO ANTONIO",Jefe de Gobierno,4166.3,6249.45
2019-12-01,"ACUÑA,  MARIA SOLEDAD",Ministerio de Educación,4662.54,6993.81
2019-12-01,"AVOGADRO,  ENRIQUE LUIS",Ministerio de Cultura,4662.54,6993.81
2019-12-01,"MURA,  MARTIN",Ministerio de Hacienda y Finanzas,4662.54,6993.81
2019-12-01,"MONTIEL,  MARIA LETICIA",SECR Legal y Técnica,4540.91,6811.36
2019-12-01,"BENEGAS,  FERNANDO",SECR Innovación y Transformación Digital,4236.83,6355.24
2019-12-01,"COSTANTINO,  SERGIO GABRIEL",SECR Integración Social Para Personas Mayores,4236.83,6355.24
2019-12-01,"MIGUEL,  FELIPE OSCAR",Jefatura de Gabinete de Ministros,4662.54,6993.81
2019-12-01,"ASTARLOA,  GABRIEL MARIA",Procuración General de la Ciudad de Buenos Aires,4662.54,7558.4
2019-12-01,"UHALDE,  MARIA PAULA",SECR Transformación Cultural,4236.83,6355.24
2019-12-01,"SANTILLI,  DIEGO CESAR",Vicejefatura de Gobierno,4166.3,6249.45
2019-12-01,"LEGUIZAMON,  ISABELLA KARINA","Consejo de los Derechos de Niñas, Niños y Adoles - Presidencia",4236.83,6355.24
2019-12-01,"FERNANDEZ,  DIEGO HERNAN",SECR Integración Social y Urbana,4236.83,6355.24
2019-12-01,"ROBREDO,  GONZALO",Ente de Turismo Ley Nº 2627,4236.83,6355.24
2019-12-01,"MENDEZ,  JUAN JOSE",SECR Transporte y Obras Públicas,4236.83,6355.24
2019-12-01,"STRAFACE,  FERNANDO DIEGO",SECR General y Relaciones Internacionales,4662.54,6993.81
2019-12-01,"SCRENCI SILVA,  BRUNO GUIDO",Ministerio de Gobierno,4662.54,6993.81
2019-12-01,"AVELLANEDA,  PATRICIO IGNACIO","SECR Planificación, Evaluación y Coordinación de Gestión",4236.83,6355.24
2019-12-01,"FERNANDEZ,  KARINA BEATRIZ",SECR Asuntos Estratégicos,3178.63,3443.52
2020-01-01,"RODRIGUEZ LARRETA, HORACIO ANTONIO",Jefe de Gobierno,4.1,4.1
2020-02-01,"RODRIGUEZ LARRETA, HORACIO ANTONIO",Jefe de Gobierno,3.96,3.96
2020-03-01,"RODRIGUEZ LARRETA, HORACIO ANTONIO",Jefe de Gobierno,3.84,3.84
2020-04-01,"RODRIGUEZ LARRETA, HORACIO ANTONIO",Jefe de Gobierno,3.72,3.72
2020-05-01,"RODRIGUEZ LARRETA, HORACIO ANTONIO",Jefe de Gobierno,3.61,3.61
2020-06-01,"RODRIGUEZ LARRETA, HORACIO ANTONIO",Jefe de Gobierno,3.51,3.51
2020-07-01,"RODRIGUEZ LARRETA, HORACIO ANTONIO",Jefe de Gobierno,3.41,3.41
2020-08-01,"RODRIGUEZ LARRETA, HORACIO ANTONIO",Jefe de Gobierno,3.32,4.98
2020-01-01,"SANTILLI, DIEGO CESAR",Vicejefatura de Gobierno,4.1,4.1
2020-02-01,"SANTILLI, DIEGO CESAR",Vicejefatura de Gobierno,3.96,3.96
2020-03-01,"SANTILLI, DIEGO CESAR",Vicejefatura de Gobierno,3.84,3.84
2020-04-01,"SANTILLI, DIEGO CESAR",Vicejefatura de Gobierno,3.72,3.72
2020-05-01,"SANTILLI, DIEGO CESAR",Vicejefatura de Gobierno,3.61,3.61
2020-06-01,"SANTILLI, DIEGO CESAR",Vicejefatura de Gobierno,3.51,3.51
2020-07-01,"SANTILLI, DIEGO CESAR",Vicejefatura de Gobierno,3.41,3.41
2020-08-01,"SANTILLI, DIEGO CESAR",Vicejefatura de Gobierno,3.32,4.98
2020-01-01,"ASTARLOA, GABRIEL MARIA",Procuración General de la Ciudad de Buenos Aires,5.2,5.2
2020-02-01,"ASTARLOA, GABRIEL MARIA",Procuración General de la Ciudad de Buenos Aires,5.03,5.03
2020-03-01,"ASTARLOA, GABRIEL MARIA",Procuración General de la Ciudad de Buenos Aires,4.87,4.87
2020-04-01,"ASTARLOA, GABRIEL MARIA",Procuración General de la Ciudad de Buenos Aires,4.73,4.73
2020-05-01,"ASTARLOA, GABRIEL MARIA",Procuración General de la Ciudad de Buenos Aires,4.59,4.59
2020-06-01,"ASTARLOA, GABRIEL MARIA",Procuración General de la Ciudad de Buenos Aires,4.46,4.46
2020-07-01,"ASTARLOA, GABRIEL MARIA",Procuración General de la Ciudad de Buenos Aires,4.33,4.33
2020-08-01,"ASTARLOA, GABRIEL MARIA",Procuración General de la Ciudad de Buenos Aires,4.22,6.77
2020-01-01,"GONZALEZ BERNALDO DE QUIROS, FERNAN",Ministerio de Salud,5.2,5.2
2020-02-01,"GONZALEZ BERNALDO DE QUIROS, FERNAN",Ministerio de Salud,5.03,5.03
2020-03-01,"GONZALEZ BERNALDO DE QUIROS, FERNAN",Ministerio de Salud,4.87,4.87
2020-04-01,"GONZALEZ BERNALDO DE QUIROS, FERNAN",Ministerio de Salud,4.73,4.73
2020-05-01,"GONZALEZ BERNALDO DE QUIROS, FERNAN",Ministerio de Salud,4.59,4.59
2020-06-01,"GONZALEZ BERNALDO DE QUIROS, FERNAN",Ministerio de Salud,4.46,6.68
2020-07-01,"GONZALEZ BERNALDO DE QUIROS, FERNAN",Ministerio de Salud,4.33,4.33
2020-08-01,"GONZALEZ BERNALDO DE QUIROS, FERNAN",Ministerio de Salud,4.22,4.22
2020-01-01,"GIUSTI, JOSE LUIS",Ministerio de Desarrollo Económico y Producción,5.2,5.2
2020-02-01,"GIUSTI, JOSE LUIS",Ministerio de Desarrollo Económico y Producción,5.03,5.03
2020-03-01,"GIUSTI, JOSE LUIS",Ministerio de Desarrollo Económico y Producción,4.87,4.87
2020-04-01,"GIUSTI, JOSE LUIS",Ministerio de Desarrollo Económico y Producción,4.73,4.73
2020-05-01,"GIUSTI, JOSE LUIS",Ministerio de Desarrollo Económico y Producción,4.59,4.59
2020-06-01,"GIUSTI, JOSE LUIS",Ministerio de Desarrollo Económico y Producción,4.46,4.46
2020-07-01,"GIUSTI, JOSE LUIS",Ministerio de Desarrollo Económico y Producción,4.33,4.33
2020-08-01,"GIUSTI, JOSE LUIS",Ministerio de Desarrollo Económico y Producción,4.22,6.32
2020-01-01,"SCRENCI SILVA, BRUNO GUIDO",Ministerio de Gobierno,5.2,5.2
2020-02-01,"SCRENCI SILVA, BRUNO GUIDO",Ministerio de Gobierno,5.03,5.03
2020-03-01,"SCRENCI SILVA, BRUNO GUIDO",Ministerio de Gobierno,4.87,4.87
2020-04-01,"SCRENCI SILVA, BRUNO GUIDO",Ministerio de Gobierno,4.73,4.73
